"Link","Photo Url","Price","Name","City"
"https://www.facebook.com/marketplace/np/item/507273775536178/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/462361772_10230657774322332_3417061837983651602_n.jpg?stp=c159.0.642.642a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=BALG3umQ9KMQ7kNvgHC4hSX&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Ae-bLWBl_DPj6CWjj4qiGiv&oh=00_AYArdSerKkZ8-KuUVkKTwG24V5fOrkp7FKWaYVcrzNtCWg&oe=67875C71","70 000 лв.","Къща с.Ерул","Tran, Bulgaria"
"https://www.facebook.com/marketplace/np/item/967719328532950/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t45.5328-4/469902661_1824459505127113_2835488151219636313_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=247b10&_nc_ohc=gWgOKAKxTocQ7kNvgEmvuoD&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Ae-bLWBl_DPj6CWjj4qiGiv&oh=00_AYCOVkcuSArbJgtf400FkzlcSASRbf19r_LQumECcy7qkA&oe=67876440","200 000 лв.","Парцел с изградено хале 420 кв.","Kyustendil"
"https://www.facebook.com/marketplace/np/item/966081488724274/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t45.5328-4/472671515_1066006608539532_793375582836719841_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=ifYJ8sRN9d8Q7kNvgEFqHnI&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Ae-bLWBl_DPj6CWjj4qiGiv&oh=00_AYCLQL18vrpBty2guvwOU1NmFCf70NtE0TNK8hG7pUTkYw&oe=6787458B","65 000 лв.","Къща с парцел","Ihtiman"
"https://www.facebook.com/marketplace/np/item/1791053584985890/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/473005847_2685715514962802_2212226577831786189_n.jpg?stp=c168.0.464.464a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=a-JQ4aZVSDIQ7kNvgHlYq6L&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Ae-bLWBl_DPj6CWjj4qiGiv&oh=00_AYByfbm4wTQLScKdGKGoqypt8lT1vHid5HkDHDw0wvLE_A&oe=678749A7","990 000 лв.","Прекрасен апартамент на ТОП локация!!!","София, България"
"https://www.facebook.com/marketplace/np/item/1149569043506716/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t45.5328-4/472687554_1926422038186288_8652018377544677949_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=247b10&_nc_ohc=yIvuPKwyywIQ7kNvgGI5FEi&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=ASpnJ3VXh22hUyt7XFhVF6d&oh=00_AYCmLDMSbdNqN-le_5knF0ICfoPRzCvUTy0F6cVHp8t_4Q&oe=678772C7","57 000 лв.","ИВЕСТИЦИОНЕН!!! ГОТОВ ЗА ОТДАВАНЕ ПОД НАЕМ - 600 лв !!!","София, България"
"https://www.facebook.com/marketplace/np/item/566861162816954/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/471976164_1677782803148902_5712635442803801803_n.jpg?stp=c280.0.720.720a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=p9yRsCYegPsQ7kNvgEvhIMf&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=ASpnJ3VXh22hUyt7XFhVF6d&oh=00_AYCNoFpttIXT93OMDWmKZW-pmXUpk4zHZPKpBjXMdteStA&oe=6787634E","65 000 лв.","Къща","Vratza"
"https://www.facebook.com/marketplace/np/item/618443323974445/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t45.5328-4/473210657_1695022978102095_5033190461986727624_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=cUjMghk6uXMQ7kNvgGGDm-5&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=ASpnJ3VXh22hUyt7XFhVF6d&oh=00_AYA_-M7uVkOWrmeUNX7IT7CKQI0iyNVAFq4srd78jmAr_w&oe=67874C5F","151 000 лв.","2-стаен Студентски град","София, България"
"https://www.facebook.com/marketplace/np/item/3959861900959330/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/470575803_10162402044819726_2959266736187302740_n.jpg?stp=c0.79.720.720a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=-mz3PYnZwmcQ7kNvgGV-DHg&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=ASpnJ3VXh22hUyt7XFhVF6d&oh=00_AYCHb1C57cUhRfWvscncYwAYCGp_vB7zbOReEjCY7ALVcQ&oe=6787711C","90 000 лв.","Продавам парцел в Нови Искър квартал Изгрев.","Novi Iskar"
"https://www.facebook.com/marketplace/np/item/1306335213726501/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/471260918_517774824640939_5323389850404875862_n.jpg?stp=c120.0.720.720a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=z4AcaNjvT3EQ7kNvgEBUo6e&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=ASpnJ3VXh22hUyt7XFhVF6d&oh=00_AYBvZ7wz-P7EnPmQquWZtAYV64qG-i9lzP70xwhrgE6yoA&oe=6787731A","70 000 лв.","Страхотна вила за продажба на 25 км от София","София, България"
"https://www.facebook.com/marketplace/np/item/1118331266072947/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/472430393_9258592550850930_150685915760426369_n.jpg?stp=c0.83.750.750a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=4tgg57wpw9UQ7kNvgHjPz5C&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=ASpnJ3VXh22hUyt7XFhVF6d&oh=00_AYAtL8WzwBO_Elsalwt-iJXAxV9ZbuY3Ps1V93Pe_QzgTw&oe=67877556","68 990 лв.","Продава 1-СТАЕН","София, България"
"https://www.facebook.com/marketplace/np/item/1139981367644099/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t45.5328-4/469195959_930781935671537_5457147037427205295_n.jpg?stp=c39.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=ZNgFJTns_4oQ7kNvgEnN1kH&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=ASpnJ3VXh22hUyt7XFhVF6d&oh=00_AYBP-WU_Jd2dRxQAPL8MNdS6vIYWn--n9JW4keyOw6Ku7w&oe=6787542F","125 880 лв.","Отличен, двустаен апартамент в нова, модерна сграда, пред Акт 15, до метростанция","София, България"
"https://www.facebook.com/marketplace/np/item/944694304259521/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/472788575_9934620109897856_2107730781764990028_n.jpg?stp=c0.83.750.750a_dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=vpIuWmZqFRUQ7kNvgEhsGYZ&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=ASpnJ3VXh22hUyt7XFhVF6d&oh=00_AYDZ0JMM-b3l5NjHd4pCNaP2ek1eLpSyUZ-S_FsrkfBwOw&oe=67875EA9","95 000 лв.","Светло едностайно жилище в Света Тройца","София, България"
"https://www.facebook.com/marketplace/np/item/435294949647887/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/471305600_8925737367554224_5602535554576065564_n.jpg?stp=c200.0.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=IQMLGQ0y_0YQ7kNvgH5s-xj&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=ASpnJ3VXh22hUyt7XFhVF6d&oh=00_AYCVR_Hv3WFoSHqPeb9qkyeEwCMG9l-QcT6xKt_8-PQd3w&oe=678772B0","63 000 лв.","Продавам къща в Град Криводол","Vratza"
"https://www.facebook.com/marketplace/np/item/1280041679702901/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/472214429_1276232043430658_8503847393458688131_n.jpg?stp=c130.0.780.780a_dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=4lQIvy3mG6EQ7kNvgFmyN-5&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=ASpnJ3VXh22hUyt7XFhVF6d&oh=00_AYAcVnrWgCyaF_pQ9hoR4GUj3kSVibspAc9eqCk2gYJQvQ&oe=67876FEB","159 000 лв.","Продавам","Pernik, Bulgaria"
"https://www.facebook.com/marketplace/np/item/918820360362702/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/471413308_9042074472497672_6463606406439195580_n.jpg?stp=c0.132.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Bs47AXzuVYoQ7kNvgHYcfeV&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=AVtCcbXLkjIhQk2PZ0fv0qY&oh=00_AYDOqATFVcztD_dOKsFbUWOEAdticqj8_ki87N0IL_vDTw&oe=67875AEE","133 000 лв.","Продавам къща в с.Чурек на 25км от София","Gorna Malina"
"https://www.facebook.com/marketplace/np/item/904835885095004/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/472681827_1306121133740810_3098269110785128198_n.jpg?stp=c0.83.768.768a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=0ys8kEuV9S0Q7kNvgH7Xo1a&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=AVtCcbXLkjIhQk2PZ0fv0qY&oh=00_AYB-wxZ0gQ1CvaqgdUbfMSRgURk_ghe_vHC-NzilEs2blQ&oe=6787434A","88 000 лв.","Къща с. Драговищица","Kyustendil"
"https://www.facebook.com/marketplace/np/item/972503401599750/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t45.5328-4/472698717_939415618289002_5367017031992100021_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=-LrDFflEIkgQ7kNvgEekegM&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=AVtCcbXLkjIhQk2PZ0fv0qY&oh=00_AYDeoRJCqxkY4XMkF1XdmPQw_ta5GvML3V8i9OEL7bvKfQ&oe=67875E10","78 000 лв.","Двустаен апартамент в кв. Люлин 5","София, България"
"https://www.facebook.com/marketplace/np/item/1413624296283214/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t45.5328-4/473213402_1307235026971487_288582625070814910_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=247b10&_nc_ohc=j_UC48dQOGUQ7kNvgGjpL_i&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=AVtCcbXLkjIhQk2PZ0fv0qY&oh=00_AYCc0reYBEEH2HwRy03nD4Bgs18y7PFcKRUA4WdgV2lK0g&oe=678762ED","99 000 лв.","Двустаен апартамент в кв. Сухата река","София, България"
"https://www.facebook.com/marketplace/np/item/579116724909328/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/472770893_9863125723714792_3956401045338119480_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=qOG2EzIdXJMQ7kNvgFf7nrf&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=AVtCcbXLkjIhQk2PZ0fv0qY&oh=00_AYB1Dv5QAn7v3_fihx3Qq-fILc0IW9WH3w26wyBFhSM2Pw&oe=67874460","140 000 лв.","Къща на изгодна цена","София, България"
"https://www.facebook.com/marketplace/np/item/547989557831914/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/465746095_8526613980707946_8481682425630229526_n.jpg?stp=c0.79.720.720a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=S6DecsixOmMQ7kNvgGAQpdd&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=AVtCcbXLkjIhQk2PZ0fv0qY&oh=00_AYABnPVBUuuPeTXFIMtX5REJphZFsy1cQbvR8ds74P6xdw&oe=67876B98","95 000 лв.","2-стаен апартамент в ж.к. Св. Троица","София, България"
"https://www.facebook.com/marketplace/np/item/551777840993578/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/471208720_122145423680329139_2956338660860808139_n.jpg?stp=c0.151.502.502a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=3ZpCmgMWIRQQ7kNvgGn0tEO&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=AVtCcbXLkjIhQk2PZ0fv0qY&oh=00_AYCEJN-AwknjtJDRZTRwWwwQSmdGellCdupaM2aJfvepuw&oe=6787735F","85 000 лв.","Къща на 80 км от София,на 45 от Пловдив с.Бошуля,на 12 км от минералните бани
Варвара с плоча,90 кв.","София, България"
"https://www.facebook.com/marketplace/np/item/1956763781401173/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t45.5328-4/473078225_1633125730622705_8593187961012534746_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=247b10&_nc_ohc=Uzv9PqfuWOAQ7kNvgGSoJOl&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=AVtCcbXLkjIhQk2PZ0fv0qY&oh=00_AYCvGTuVuhVQidG0a_Q8mZpF-dumfz6qrAMJDqDv1zUliA&oe=67874B2C","126 500 лв.","Двустаен център София пред Акт 16","София, България"
"https://www.facebook.com/marketplace/np/item/1117052779802280/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/471161621_122189564012166066_7098175749720823192_n.jpg?stp=c120.0.720.720a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=07BWYqjBvUkQ7kNvgGRowO8&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=AVtCcbXLkjIhQk2PZ0fv0qY&oh=00_AYBNcmUtA11xEuNguWqkFE2pZN3olCWA8FBSkBpQQU77BA&oe=678752F6","14 500 лв.","Продава къща в село Малоред","Враца"
"https://www.facebook.com/marketplace/np/item/1313120799862168/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/470130673_8724572390911127_3170838545535540844_n.jpg?stp=c210.0.540.540a_dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Pneoh0Uf4ssQ7kNvgEIxNq-&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=AVtCcbXLkjIhQk2PZ0fv0qY&oh=00_AYDZJSCdtYInH0d0LNsSScAMoSTU0HBj2HXK4k_Xs8IRPw&oe=67874E8A","135 000 лв.","Къща в с. Мало Малово общ. Драгоман, цена 135 000 евро","Godech"
"https://www.facebook.com/marketplace/np/item/1336955230797629/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/470828694_3778165445779884_3708582639593615984_n.jpg?stp=c0.79.720.720a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=0h6Lh-gBp7sQ7kNvgGHz__F&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Alkt5dD7Ipe8Q9cXq1qg6D6&oh=00_AYB_BK6ALGlX59TUgZYz5hx8x9LIFZo0KjoOAbm9oN6KnA&oe=67874D23","95 000 лв.","Годеч","София, България"
"https://www.facebook.com/marketplace/np/item/914163600468210/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/472253798_8901626929952115_5161233208982659627_n.jpg?stp=c94.0.893.893a_dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=MUOdJV2LVeAQ7kNvgE5ZOFT&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Alkt5dD7Ipe8Q9cXq1qg6D6&oh=00_AYA4chHIKE15BFS6OV8TsjxNfzCyF5ZFqozP56C0HIwQKg&oe=678762E3","150 000 лв.","Животновъден обект","Yablanitsa"
"https://www.facebook.com/marketplace/np/item/1241072366949135/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/472291957_1747772912654116_7132653813535904439_n.jpg?stp=c0.87.736.736a_dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=R7F2UtIlj6cQ7kNvgFRGE7E&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Alkt5dD7Ipe8Q9cXq1qg6D6&oh=00_AYCTH1pfpkt6aD3nsWq8tUqhl968fNX9jwLVLtBp0iKoUQ&oe=67875EF9","40 000 лв.","Къща в село Рашка Гращица","Kyustendil"
"https://www.facebook.com/marketplace/np/item/1271252014156770/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/471610732_10212326354792210_4357059098496910382_n.jpg?stp=c126.0.756.756a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=StAE2-2IpnoQ7kNvgHIYG38&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Alkt5dD7Ipe8Q9cXq1qg6D6&oh=00_AYB2LFpRQcDIR67i4oXLyOkfeF2TC75SwpjJh4nbT6xNaw&oe=6787545B","75 000 лв.","Парцел на язовр Дяково","Bobov Dol"
"https://www.facebook.com/marketplace/np/item/400666683087205/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/462753561_544618604980777_2885133025696103855_n.jpg?stp=c390.0.640.640a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=XvsvAwKEZf8Q7kNvgFhSsBI&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Alkt5dD7Ipe8Q9cXq1qg6D6&oh=00_AYB8pzNJVvwcXGz-tS7PHGZCSlujc7CvUIlZeLY9IlAOsw&oe=6787516F","150 000 лв.","Парцел в центъра на Банкя","Bankya"
"https://www.facebook.com/marketplace/np/item/1061670308583525/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t45.5328-4/464258869_1087421056392818_5317808531103870770_n.jpg?stp=c64.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=247b10&_nc_ohc=mW1YU5ihtqwQ7kNvgFTc4n-&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Alkt5dD7Ipe8Q9cXq1qg6D6&oh=00_AYAlY9nDhrZq8B7OIYsyTSvhQXABqaSLalyUewFfchTRdw&oe=6787732E","448 000 лв.","Чисто нови къщи с акт 16","Банкя"
"https://www.facebook.com/marketplace/np/item/1650016339258782/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/471776792_9233346336688824_5616583483355422796_n.jpg?stp=c0.149.1350.1350a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=R6ljZMKtwFoQ7kNvgFNgsZD&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Alkt5dD7Ipe8Q9cXq1qg6D6&oh=00_AYC5hOwUIYOsUurg49hr3co0WGwPYi-9pCY4IK-RPqUkNQ&oe=67875F4E","91 000 лв.","Двустаен преустроен на Тристаен Апартамент кв.Тева,Гр. Перник","София, България"
"https://www.facebook.com/marketplace/np/item/2031094137370804/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/468811338_10226852695249103_4250016433561870920_n.jpg?stp=c0.80.719.719a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=JWBtjPI-PUQQ7kNvgG51pCV&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Alkt5dD7Ipe8Q9cXq1qg6D6&oh=00_AYDI2YRrdN9jscE4-m46eEJgUK0kXSo38oY1LloLgAbHtQ&oe=67875F12","140 000 лв.","Къща в село Круша","Slivnitsa"
"https://www.facebook.com/marketplace/np/item/1314003442937794/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t45.5328-4/473012013_910648704602094_6558695128740816244_n.jpg?stp=c44.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=8I-ckuBdgsMQ7kNvgG-Rfi4&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Alkt5dD7Ipe8Q9cXq1qg6D6&oh=00_AYDXVBdLlHOZy-R_3NUaj7O-rFF2y0n7w5smUPBIcsOJvw&oe=67873F9E","470 000 лв.","Прекрасна къща в екологично чист район! 
Цената е в евро!","София, България"
"https://www.facebook.com/marketplace/np/item/1590748678211971/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/472746708_122195156774060948_3623124800924760980_n.jpg?stp=c178.0.1084.1084a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=v7RAqbenKrAQ7kNvgFaxC1x&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=Alkt5dD7Ipe8Q9cXq1qg6D6&oh=00_AYCl-vB2E2HZEz5Ququ0PFBRLorHRIHFuj6EJt7lFzU2mw&oe=67875BDA","45 000 лв.","Гр. Приморско, парцел","София, България"
"https://www.facebook.com/marketplace/np/item/612779857797160/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/472708043_10017196334973394_4446458352889701935_n.jpg?stp=c200.0.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=dEw55Wwsf6gQ7kNvgFxzK7e&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=A0LFDgr7qN01w9bcu-vexLD&oh=00_AYCIoPFhb-jZAUQTA2P0yDAzVYyWXBxs4mhKVcoRQ-2WwA&oe=67873E5A","229 000 лв.","3-стаен апартамент в кв. Бели брези","София, България"
"https://www.facebook.com/marketplace/np/item/548634791347519/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/472750130_9052182794896611_8824008544652475548_n.jpg?stp=c0.79.720.720a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=p4_-GkFIlkEQ7kNvgFjnS_F&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=A0LFDgr7qN01w9bcu-vexLD&oh=00_AYC-InE7VdjQ1YU3LtfUG2GJRBelCoFt5YrD2MB8kStpFg&oe=678753C8","200 000 лв.","Продава се. Намира се в гр. ПИРДОП","Pirdop"
"https://www.facebook.com/marketplace/np/item/448323388351347/?location_id=sofia&radius=250&ref=category_feed&referral_code=undefined&__tn__=!%3AD","https://scontent.fsof4-1.fna.fbcdn.net/v/t39.30808-6/472634734_27999526693026773_2658299972221831449_n.jpg?stp=c180.0.1080.1080a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=UTyZjsw8PBQQ7kNvgE0Sjy0&_nc_zt=23&_nc_ht=scontent.fsof4-1.fna&_nc_gid=A0LFDgr7qN01w9bcu-vexLD&oh=00_AYAGgcDTXBQ7X2N2f7fyLj0gkgt76aVWrb4pPZmRhoRLLw&oe=678769E2","21 120 лв.","Поземлен имот","Pernik, Bulgaria"
